,polyline,value
2,"[[51, 41.16445762500001, -8.638606125000003], [52, 41.164456500000014, -8.638411500000004], [53, 41.16445537500002, -8.638216875000005], [54, 41.16445425000002, -8.638022250000006], [55, 41.16445312500002, -8.637827625000007], [56, 41.164452000000026, -8.637633000000008], [57, 41.164452, -8.637633000000001], [58, 41.16447900000001, -8.637533999999999], [59, 41.164488000000006, -8.637525], [60, 41.164434, -8.6372775], [61, 41.16438, -8.63703], [62, 41.16438, -8.637030000000001], [63, 41.164326, -8.636840000000001], [64, 41.164272, -8.636650000000001], [65, 41.164218000000005, -8.636460000000001], [66, 41.16416400000001, -8.636270000000001], [67, 41.16411000000001, -8.636080000000002], [68, 41.16405600000001, -8.635890000000002], [69, 41.16400200000001, -8.635700000000002], [70, 41.16394800000001, -8.635510000000002], [72, 41.163894, -8.63532], [73, 41.163827, -8.635144], [74, 41.16376, -8.634968], [75, 41.163693, -8.634792000000001], [76, 41.163626, -8.634616000000001], [78, 41.16349199999999, -8.634264000000002], [79, 41.16342499999999, -8.634088000000002], [80, 41.16335799999999, -8.633912000000002], [81, 41.16329099999999, -8.633736000000003], [82, 41.163291, -8.633736], [83, 41.163154500000005, -8.633607000000001], [84, 41.16301800000001, -8.633478], [85, 41.16288150000001, -8.633348999999999], [86, 41.162745000000015, -8.633219999999998], [87, 41.16260850000002, -8.633090999999997], [88, 41.16247200000002, -8.632961999999996], [89, 41.162472, -8.632962]]",64.0
0,"[[28, 41.16495960000001, -8.6424606], [29, 41.16489480000001, -8.6422788], [30, 41.164830000000016, -8.642097]]",36.0
0,"[[39, 41.152473, -8.626545], [40, 41.152473, -8.626554], [41, 41.152491000000005, -8.626545], [42, 41.152482, -8.626562999999999]]",43.0
0,"[[77, 41.148729, -8.607789], [78, 41.148693, -8.607771], [80, 41.148693, -8.60733]]",33.0
0,"[[30, 41.15350275000003, -8.6085645], [31, 41.15349900000003, -8.608383], [32, 41.153499, -8.608383], [33, 41.153491800000005, -8.6081985], [34, 41.153484600000006, -8.608014], [35, 41.15347740000001, -8.607829500000001], [36, 41.15347020000001, -8.607645000000002], [37, 41.15346300000001, -8.607460500000002], [38, 41.15345580000001, -8.607276000000002], [39, 41.15344860000001, -8.607091500000003], [40, 41.15344140000001, -8.606907000000003]]",41.0
0,"[[22, 41.15353275000001, -8.6100165], [23, 41.15352900000001, -8.609835], [24, 41.153525250000015, -8.6096535]]",33.0
0,"[[4, 41.1537795, -8.6130975], [5, 41.153754, -8.612898000000001], [6, 41.1537285, -8.612698500000002], [7, 41.153703, -8.612499000000003], [8, 41.1536775, -8.612299500000004]]",47.0
0,"[[40, 41.146245, -8.61156], [41, 41.14591200000001, -8.611443], [42, 41.146056, -8.611191], [43, 41.146101, -8.611182]]",31.0
0,"[[25, 41.1478875, -8.610102000000001], [26, 41.14783799999999, -8.610309], [27, 41.147838, -8.610309], [28, 41.147838, -8.610372], [29, 41.1477975, -8.610624000000001]]",62.0
3,"[[0, 41.151339, -8.609688], [1, 41.151339, -8.609696999999999], [2, 41.151348000000006, -8.609652], [3, 41.151447000000005, -8.609544000000001], [4, 41.151639, -8.609688000000002], [5, 41.151831, -8.609832000000003], [6, 41.152023, -8.609976000000003], [7, 41.152023, -8.609976000000001], [8, 41.1522135, -8.6099805], [9, 41.152404, -8.609985], [10, 41.152594500000006, -8.6099895], [11, 41.15278500000001, -8.609993999999999], [12, 41.15297550000001, -8.609998499999998], [13, 41.15316600000001, -8.610002999999997], [14, 41.153166000000006, -8.610002999999999], [15, 41.153368500000006, -8.6099895], [16, 41.15357100000001, -8.609976], [17, 41.15377350000001, -8.6099625], [18, 41.15397600000001, -8.609949], [19, 41.153976, -8.609949], [20, 41.154148, -8.609872000000001], [21, 41.15432, -8.609795000000002], [22, 41.154492, -8.609718000000003], [23, 41.154664, -8.609641000000003], [24, 41.154836, -8.609564000000004], [25, 41.155008, -8.609487000000005], [26, 41.15518, -8.609410000000006], [27, 41.15535199999999, -8.609333000000007], [30, 41.1557238, -8.609250600000001], [31, 41.15592360000001, -8.609245200000002], [32, 41.15612340000001, -8.609239800000003], [33, 41.15632320000002, -8.609234400000004], [34, 41.15652300000002, -8.609229000000004], [35, 41.15652300000001, -8.609229000000001], [36, 41.15669940000001, -8.609182200000001], [37, 41.15687580000001, -8.609135400000001], [39, 41.15722860000001, -8.609041800000002], [40, 41.15740500000001, -8.608995000000002]]",80.0
0,"[[1, 41.148981, -8.585766], [2, 41.148990000000005, -8.586053999999999], [3, 41.1490125, -8.586324000000001], [4, 41.149035, -8.586594000000002], [5, 41.149090125, -8.586784125000001], [6, 41.14914525, -8.58697425], [7, 41.14920037500001, -8.587164375]]",37.0
0,"[[2, 41.148801000000006, -8.585721], [3, 41.14897200000001, -8.585973000000001], [4, 41.148981000000006, -8.586229500000002], [5, 41.148990000000005, -8.586486], [6, 41.149031400000005, -8.5866696], [7, 41.149072800000006, -8.5868532], [8, 41.14911420000001, -8.5870368], [9, 41.14915560000001, -8.5872204]]",35.0
6,"[[18, 41.150763, -8.610120000000002], [19, 41.1509124, -8.609995800000002], [20, 41.1510618, -8.609871600000002], [21, 41.15121119999999, -8.609747400000002], [22, 41.15136059999999, -8.609623200000001], [24, 41.15151, -8.609499000000001], [25, 41.151668400000005, -8.609599800000002], [26, 41.15182680000001, -8.609700600000002], [27, 41.15198520000001, -8.609801400000002], [28, 41.15214360000002, -8.609902200000002], [29, 41.15230200000002, -8.610003000000003], [30, 41.152302000000006, -8.610002999999999], [31, 41.15251620000001, -8.610012], [32, 41.15273040000001, -8.610021], [33, 41.15294460000001, -8.61003], [34, 41.153158800000014, -8.610039], [35, 41.153373000000016, -8.610048], [36, 41.153373, -8.610048], [37, 41.15353757142857, -8.60995542857143], [38, 41.15370214285714, -8.60986285714286], [39, 41.15386671428571, -8.609770285714289], [40, 41.15403128571428, -8.609677714285718], [41, 41.15419585714285, -8.609585142857147], [42, 41.15436042857142, -8.609492571428577], [45, 41.15473875000001, -8.60936625], [46, 41.15495250000001, -8.6093325], [47, 41.15516625000001, -8.60929875], [49, 41.15538, -8.609265], [50, 41.15556, -8.609301], [51, 41.15574, -8.609337], [52, 41.15592, -8.609373], [53, 41.1561, -8.609409], [54, 41.15628, -8.609445], [55, 41.15628, -8.609445000000001], [56, 41.1564645, -8.609410500000001], [57, 41.156649, -8.609376000000001], [58, 41.156833500000005, -8.609341500000001], [59, 41.15701800000001, -8.609307000000001], [60, 41.15720250000001, -8.609272500000001], [61, 41.157387000000014, -8.609238000000001], [62, 41.157387, -8.609238], [63, 41.157588, -8.609112], [64, 41.157789, -8.608986], [65, 41.15798999999999, -8.60886], [66, 41.15799, -8.60886], [67, 41.158173857142856, -8.608776428571428], [68, 41.158357714285714, -8.608692857142856], [69, 41.15854157142857, -8.608609285714284], [70, 41.15872542857143, -8.608525714285712], [71, 41.15890928571429, -8.60844214285714], [72, 41.159093142857145, -8.608358571428568], [73, 41.159277, -8.608274999999995], [74, 41.159277, -8.608275], [75, 41.1594417, -8.6081967], [76, 41.1596064, -8.6081184], [77, 41.1597711, -8.6080401], [78, 41.1599358, -8.6079618], [79, 41.1601005, -8.6078835], [80, 41.1602652, -8.6078052], [81, 41.1604299, -8.6077269], [82, 41.1605946, -8.6076486], [83, 41.1607593, -8.607570299999999], [84, 41.160924, -8.607491999999999], [85, 41.160924, -8.607492], [86, 41.161101, -8.607425500000002], [87, 41.161278, -8.607359000000002], [88, 41.161455, -8.607292500000003], [89, 41.161632, -8.607226000000004], [90, 41.161809, -8.607159500000005], [91, 41.161986, -8.607093000000006], [92, 41.162163, -8.607026500000007], [93, 41.16234, -8.606960000000008], [94, 41.162517, -8.606893500000009], [95, 41.162694, -8.60682700000001], [96, 41.162871, -8.60676050000001], [97, 41.163048, -8.606694000000012], [98, 41.163225, -8.606627500000013], [99, 41.163402000000005, -8.606561000000013], [100, 41.163579000000006, -8.606494500000014], [101, 41.16375600000001, -8.606428000000015], [102, 41.16393300000001, -8.606361500000016], [103, 41.16411000000001, -8.606295000000017]]",121.0
0,"[[7, 41.149575, -8.610237000000001], [8, 41.1497685, -8.610210000000002], [11, 41.150148, -8.610225000000002], [12, 41.150334, -8.610267000000002]]",52.0
7,"[[32, 41.147403, -8.608485], [33, 41.147451, -8.608671], [34, 41.147499, -8.608856999999999], [35, 41.147547, -8.609042999999998], [36, 41.147595, -8.609228999999997], [37, 41.147595, -8.609229000000001], [38, 41.1476265, -8.6094135], [39, 41.14765799999999, -8.609598], [40, 41.14768949999999, -8.6097825], [41, 41.14772099999999, -8.609967], [42, 41.14775249999999, -8.610151499999999], [43, 41.14778399999999, -8.610335999999998], [44, 41.147784, -8.610335999999998], [45, 41.147766, -8.61039], [46, 41.147913, -8.610552], [47, 41.14806, -8.610714], [49, 41.148207, -8.610876000000001], [50, 41.148387, -8.610817500000001], [51, 41.148567, -8.610759000000002], [52, 41.14856699999999, -8.610759000000002], [53, 41.148846, -8.610651], [54, 41.149026, -8.610579000000001], [55, 41.149206, -8.610507000000002], [56, 41.149386, -8.610435000000003], [57, 41.149566, -8.610363000000003], [58, 41.149746, -8.610291000000004], [60, 41.14992600000001, -8.610218999999999], [61, 41.15016, -8.610277499999999], [63, 41.150394, -8.610335999999998], [64, 41.150394, -8.610354000000001], [65, 41.150547, -8.610318000000001], [66, 41.15070225, -8.610183000000001], [67, 41.1508575, -8.610048], [68, 41.15101275, -8.609913], [69, 41.151168, -8.609778], [70, 41.1513165, -8.609647500000001], [71, 41.151465, -8.609517], [72, 41.151606, -8.609634], [73, 41.151747, -8.609751], [74, 41.151888, -8.609867999999999], [75, 41.151888, -8.609868], [76, 41.152077, -8.609889], [77, 41.152266, -8.609910000000001], [78, 41.152455, -8.609931000000001], [79, 41.152644, -8.609952000000002], [80, 41.152833, -8.609973000000002], [81, 41.15302199999999, -8.609994000000002], [82, 41.153022, -8.609994], [83, 41.1532125, -8.609949], [84, 41.153403, -8.609904], [85, 41.15359350000001, -8.609859], [86, 41.15378400000001, -8.609814], [87, 41.15397450000001, -8.609769], [88, 41.15416500000001, -8.609724], [89, 41.154165000000006, -8.609724], [90, 41.154351000000005, -8.609652], [91, 41.154537000000005, -8.609580000000001], [92, 41.154723, -8.609508000000002], [93, 41.154909, -8.609436000000002], [94, 41.155095, -8.609364000000003], [95, 41.155281, -8.609292000000003], [96, 41.155281, -8.609292], [97, 41.155466, -8.609294], [98, 41.155651, -8.609296], [99, 41.155836, -8.609298], [100, 41.156021, -8.609300000000001], [101, 41.156206000000005, -8.609302000000001], [102, 41.156391000000006, -8.609304000000002], [103, 41.15657600000001, -8.609306000000002], [104, 41.15676100000001, -8.609308000000002], [105, 41.15694600000001, -8.609310000000002], [107, 41.1571845, -8.609256], [108, 41.157423, -8.609202], [109, 41.15758949999999, -8.609121], [110, 41.15775599999999, -8.60904], [111, 41.15792249999999, -8.608959], [112, 41.15808899999999, -8.608878], [113, 41.15825549999999, -8.608797000000001], [114, 41.15842199999999, -8.608716000000001], [115, 41.15858849999999, -8.608635000000001], [116, 41.15875499999999, -8.608554000000002], [117, 41.15875499999999, -8.608554], [118, 41.1589269, -8.6084739], [119, 41.1590988, -8.6083938], [120, 41.15927069999999, -8.6083137], [121, 41.15944259999999, -8.6082336], [122, 41.15961449999999, -8.6081535], [123, 41.15978639999999, -8.6080734], [124, 41.15995829999999, -8.6079933], [125, 41.16013019999998, -8.6079132], [126, 41.16030209999998, -8.6078331], [127, 41.16047399999998, -8.607753], [128, 41.16047400000001, -8.607753], [129, 41.16064455000001, -8.6076837], [130, 41.16081510000001, -8.607614400000001], [131, 41.16098565000001, -8.607545100000001], [132, 41.16115620000001, -8.607475800000001], [133, 41.16132675000001, -8.607406500000002], [134, 41.16149730000001, -8.607337200000002], [135, 41.16166785000001, -8.607267900000002], [136, 41.16183840000001, -8.607198600000002], [137, 41.16200895000001, -8.607129300000002], [138, 41.16217950000001, -8.607060000000002], [139, 41.16235005000001, -8.606990700000003], [140, 41.16252060000001, -8.606921400000003], [141, 41.16269115000001, -8.606852100000003], [142, 41.16286170000001, -8.606782800000003], [143, 41.16303225000001, -8.606713500000003], [144, 41.16320280000001, -8.606644200000003], [145, 41.16337335000001, -8.606574900000004], [146, 41.16354390000001, -8.606505600000004], [147, 41.16371445000001, -8.606436300000004], [148, 41.16388500000001, -8.606367000000004], [149, 41.163885, -8.606367], [150, 41.164182, -8.606295000000001], [151, 41.1643692, -8.606306700000001], [152, 41.1645564, -8.606318400000001], [153, 41.1647436, -8.606330100000001], [154, 41.1649308, -8.606341800000001], [155, 41.165118, -8.6063535], [156, 41.1653052, -8.6063652], [157, 41.1654924, -8.6063769], [158, 41.1656796, -8.6063886], [159, 41.1658668, -8.6064003], [160, 41.166054, -8.606412], [161, 41.16623657142858, -8.606412], [162, 41.16641914285715, -8.606412], [163, 41.166601714285726, -8.606412], [164, 41.1667842857143, -8.606412], [165, 41.16696685714288, -8.606412], [166, 41.16714942857145, -8.606412], [167, 41.16733200000002, -8.606412], [168, 41.1675145714286, -8.606412], [169, 41.16769714285717, -8.606412], [170, 41.16787971428575, -8.606412], [171, 41.16806228571432, -8.606412], [172, 41.168244857142895, -8.606412], [173, 41.16842742857147, -8.606412], [174, 41.16861000000005, -8.606412], [175, 41.16861, -8.606412], [176, 41.16876042857143, -8.606296285714286], [177, 41.16891085714286, -8.606180571428572], [178, 41.16906128571429, -8.606064857142858], [179, 41.16921171428572, -8.605949142857144], [180, 41.16936214285715, -8.60583342857143], [181, 41.16951257142858, -8.605717714285715], [182, 41.169663000000014, -8.605602000000001], [183, 41.169813428571445, -8.605486285714287], [184, 41.16996385714288, -8.605370571428573], [185, 41.17011428571431, -8.605254857142858], [186, 41.170264714285736, -8.605139142857144], [187, 41.170415142857166, -8.60502342857143], [188, 41.1705655714286, -8.604907714285716], [189, 41.17071600000003, -8.604792000000002]]",190.0
0,"[[1, 41.1446745, -8.606475], [2, 41.144724, -8.606663999999999], [3, 41.144826, -8.606817], [4, 41.14492799999999, -8.60697], [6, 41.14503, -8.607123]]",32.0
0,"[[85, 41.16318524999999, -8.633677500000003], [86, 41.16309862499999, -8.633504250000003], [87, 41.16301199999999, -8.633331000000004], [88, 41.163012, -8.633331], [89, 41.1628626, -8.6331942], [90, 41.1627132, -8.6330574]]",36.0
1,"[[65, 41.164389, -8.6369265], [66, 41.1643395, -8.63671275], [67, 41.16429, -8.636498999999999], [68, 41.16429, -8.636499], [69, 41.1642315, -8.6363208], [70, 41.164173, -8.6361426], [71, 41.1641145, -8.635964399999999], [72, 41.164056, -8.635786199999998], [73, 41.1639975, -8.635607999999998]]",36.0
0,"[[51, 41.16458399999999, -8.639028], [52, 41.16457299999999, -8.638836], [53, 41.16456199999999, -8.638644], [54, 41.16455099999999, -8.638452], [55, 41.164551, -8.638452000000001], [56, 41.164538400000005, -8.638236000000001]]",33.0
0,"[[32, 41.165001, -8.6424228], [33, 41.164965, -8.642241], [34, 41.164936363636365, -8.642053636363636], [35, 41.16490772727273, -8.641866272727272]]",34.0
0,"[[3, 41.148882, -8.585694], [4, 41.148954, -8.585766], [5, 41.148963, -8.585882999999999], [6, 41.1489855, -8.586144]]",31.0
7,"[[32, 41.147532000000005, -8.608545000000001], [33, 41.147577000000005, -8.6087322], [34, 41.147622000000005, -8.6089194], [35, 41.147667000000006, -8.609106599999999], [36, 41.147712000000006, -8.609293799999998], [37, 41.147757000000006, -8.609480999999997], [38, 41.147757000000006, -8.609480999999999], [39, 41.1477732, -8.609664599999999], [40, 41.1477894, -8.609848199999998], [41, 41.1478056, -8.610031799999998], [42, 41.1478218, -8.610215399999998], [43, 41.14783799999999, -8.610398999999997], [44, 41.147838, -8.610399], [45, 41.14773, -8.610678], [46, 41.147949, -8.610759], [47, 41.148168000000005, -8.61084], [48, 41.14838700000001, -8.610921], [49, 41.148387, -8.610921], [50, 41.14856699999999, -8.610930000000002], [51, 41.148864, -8.610822], [52, 41.1490515, -8.6107455], [53, 41.149239, -8.610669], [54, 41.14942649999999, -8.6105925], [55, 41.14961399999999, -8.610515999999999], [56, 41.14980149999998, -8.610439499999998], [57, 41.14998899999998, -8.610362999999998], [58, 41.149989, -8.610363], [59, 41.1502095, -8.6103585], [60, 41.15042999999999, -8.610354000000001], [61, 41.150448, -8.610372], [62, 41.15065499999999, -8.61021], [63, 41.1508035, -8.61007725], [64, 41.150952, -8.6099445], [65, 41.1511005, -8.609811749999999], [67, 41.15124899999999, -8.609679], [68, 41.1514245, -8.6096115], [69, 41.1516, -8.609544], [70, 41.1516, -8.609544000000001], [71, 41.151756000000006, -8.609697], [72, 41.15191200000001, -8.60985], [73, 41.152068000000014, -8.610002999999999], [74, 41.15206800000001, -8.610002999999999], [75, 41.152257000000006, -8.610009], [76, 41.152446000000005, -8.610015], [77, 41.152635, -8.610021000000001], [78, 41.152824, -8.610027000000002], [79, 41.153013, -8.610033000000003], [80, 41.153202, -8.610039000000004], [81, 41.153202, -8.610039], [82, 41.1534, -8.609985], [83, 41.153598, -8.609931], [84, 41.15379599999999, -8.609877], [85, 41.15399399999999, -8.609822999999999], [86, 41.15419199999999, -8.609768999999998], [87, 41.154192, -8.609769], [88, 41.154372, -8.609718857142857], [89, 41.154552, -8.609668714285714], [90, 41.154732, -8.609618571428571], [91, 41.154912, -8.609568428571428], [92, 41.155092, -8.609518285714286], [93, 41.155272, -8.609468142857143], [94, 41.155452, -8.609418], [95, 41.155637625, -8.609414625], [96, 41.155823250000005, -8.609411249999999], [97, 41.156008875000005, -8.609407874999999], [98, 41.156194500000005, -8.609404499999998], [99, 41.156380125000005, -8.609401124999998], [100, 41.156565750000006, -8.609397749999998], [101, 41.156751375000006, -8.609394374999997], [102, 41.156937000000006, -8.609390999999997], [103, 41.156937, -8.609390999999999], [104, 41.157171000000005, -8.609300999999999], [105, 41.15740500000001, -8.609210999999998], [106, 41.157405, -8.609211], [107, 41.157567, -8.609126], [108, 41.157729, -8.609041], [109, 41.15789099999999, -8.608956], [110, 41.15805299999999, -8.608870999999999], [111, 41.158214999999984, -8.608785999999998], [112, 41.15837699999998, -8.608700999999998], [113, 41.158538999999976, -8.608615999999998], [114, 41.15870099999997, -8.608530999999997], [115, 41.15886299999997, -8.608445999999997], [116, 41.158863, -8.608446], [117, 41.15903563636363, -8.608361727272728], [118, 41.15920827272727, -8.608277454545455], [119, 41.159380909090906, -8.608193181818182], [120, 41.15955354545454, -8.608108909090909], [121, 41.15972618181818, -8.608024636363636], [122, 41.159898818181816, -8.607940363636363], [123, 41.16007145454545, -8.60785609090909], [124, 41.16024409090909, -8.607771818181817], [125, 41.160416727272725, -8.607687545454544], [126, 41.16058936363636, -8.607603272727271], [127, 41.160762, -8.607518999999998], [128, 41.160762000000005, -8.607519000000002], [129, 41.16093586363637, -8.607462954545456], [130, 41.16110972727273, -8.60740690909091], [131, 41.16128359090909, -8.607350863636364], [132, 41.161457454545456, -8.607294818181819], [133, 41.16163131818182, -8.607238772727273], [134, 41.16180518181818, -8.607182727272727], [135, 41.161979045454544, -8.607126681818182], [136, 41.162152909090906, -8.607070636363636], [137, 41.16232677272727, -8.60701459090909], [138, 41.16250063636363, -8.606958545454544], [139, 41.1626745, -8.606902499999999], [140, 41.16284836363636, -8.606846454545453], [141, 41.16302222727272, -8.606790409090907], [142, 41.16319609090908, -8.606734363636361], [143, 41.163369954545445, -8.606678318181816], [144, 41.16354381818181, -8.60662227272727], [145, 41.16371768181817, -8.606566227272724], [146, 41.16389154545453, -8.606510181818178], [147, 41.164065409090895, -8.606454136363633], [148, 41.16423927272726, -8.606398090909087], [149, 41.16441313636362, -8.606342045454541], [150, 41.16458699999998, -8.606285999999995], [151, 41.164587, -8.606285999999999], [152, 41.1647715, -8.606299499999999], [153, 41.164956, -8.606312999999998], [154, 41.16514050000001, -8.606326499999998], [155, 41.16532500000001, -8.606339999999998], [156, 41.16550950000001, -8.606353499999997], [157, 41.165694000000016, -8.606366999999997], [158, 41.165694, -8.606367], [159, 41.1659055, -8.606394000000002], [160, 41.16611699999999, -8.606421000000001], [161, 41.1663105, -8.60644125], [162, 41.166504, -8.606461499999998], [163, 41.1666975, -8.606481749999997], [164, 41.166891, -8.606501999999995], [165, 41.166891, -8.606501999999999], [166, 41.1670809, -8.6064957], [167, 41.1672708, -8.606489400000001], [168, 41.16746070000001, -8.606483100000002], [169, 41.16765060000001, -8.606476800000003], [170, 41.16784050000001, -8.606470500000004], [171, 41.16803040000001, -8.606464200000005], [172, 41.168220300000016, -8.606457900000006], [173, 41.16841020000002, -8.606451600000007], [174, 41.16860010000002, -8.606445300000008], [176, 41.16879, -8.606439], [177, 41.16893538461539, -8.606313692307692], [178, 41.16908076923077, -8.606188384615384], [179, 41.16922615384616, -8.606063076923077], [180, 41.16937153846155, -8.605937769230769], [181, 41.16951692307693, -8.605812461538461], [182, 41.16966230769232, -8.605687153846153], [183, 41.16980769230771, -8.605561846153845], [184, 41.16995307692309, -8.605436538461538], [185, 41.17009846153848, -8.60531123076923], [186, 41.170243846153866, -8.605185923076922], [187, 41.17038923076925, -8.605060615384614], [188, 41.17053461538464, -8.604935307692307], [189, 41.170680000000026, -8.604809999999999]]",189.0
0,"[[59, 41.16302100000001, -8.6334246], [60, 41.16285900000001, -8.6332914], [61, 41.162697000000016, -8.633158199999999]]",33.0
0,"[[19, 41.164632, -8.639361000000001], [20, 41.164632, -8.639235000000001], [21, 41.164632, -8.639199000000001], [22, 41.164623000000006, -8.639127]]",31.0
0,"[[16, 41.15747699999999, -8.630036999999998], [17, 41.157477, -8.630037], [18, 41.157315, -8.629866]]",30.0
0,"[[35, 41.154084000000005, -8.611875000000001], [36, 41.154084000000005, -8.611875], [37, 41.154255000000006, -8.611946999999999], [38, 41.15442600000001, -8.612018999999998], [39, 41.15459700000001, -8.612090999999998], [40, 41.15476800000001, -8.612162999999997], [41, 41.15493900000001, -8.612234999999997], [42, 41.155110000000015, -8.612306999999996]]",38.0
0,"[[29, 41.15867700000001, -8.629817999999998], [30, 41.158603000000014, -8.629993999999998], [31, 41.158529000000016, -8.630169999999998], [32, 41.15845500000002, -8.630345999999998]]",31.0
0,"[[32, 41.160843000000014, -8.646363000000001], [33, 41.16084300000001, -8.646363000000001], [34, 41.160825, -8.646345], [35, 41.160825, -8.646354]]",40.0
0,"[[58, 41.152644, -8.632566], [59, 41.152644, -8.632557], [60, 41.152653, -8.632584], [61, 41.152653, -8.632530000000001], [62, 41.152653, -8.632291500000001], [63, 41.152653, -8.632053]]",48.0
5,"[[68, 41.155116, -8.609271000000001], [69, 41.155302, -8.609259000000002], [70, 41.155488, -8.609247000000002], [71, 41.155674, -8.609235000000002], [72, 41.15586, -8.609223000000002], [73, 41.156046, -8.609211000000002], [74, 41.156232, -8.609199000000002], [75, 41.156418, -8.609187000000002], [76, 41.156604, -8.609175000000002], [77, 41.156604, -8.609175], [78, 41.15677435714286, -8.609110714285714], [81, 41.15728542857143, -8.608917857142856], [82, 41.15745578571428, -8.60885357142857], [83, 41.15762614285714, -8.608789285714284], [84, 41.1577965, -8.608724999999998], [85, 41.15796685714285, -8.608660714285712], [86, 41.15813721428571, -8.608596428571426], [87, 41.158307571428566, -8.60853214285714], [88, 41.15847792857142, -8.608467857142854], [89, 41.15864828571428, -8.608403571428568], [90, 41.158818642857135, -8.608339285714282], [91, 41.15898899999999, -8.608274999999995], [92, 41.158989, -8.608275], [93, 41.1591765, -8.608206000000001], [94, 41.159364, -8.608137000000001], [95, 41.159551500000006, -8.608068000000001], [96, 41.15973900000001, -8.607999000000001], [97, 41.15992650000001, -8.607930000000001], [98, 41.160114000000014, -8.607861000000002], [99, 41.16011400000001, -8.607861], [100, 41.16028846153847, -8.607797999999999], [101, 41.160462923076935, -8.607734999999998], [102, 41.1606373846154, -8.607671999999997], [103, 41.16081184615386, -8.607608999999997], [104, 41.160986307692326, -8.607545999999996], [105, 41.16116076923079, -8.607482999999995], [106, 41.16133523076925, -8.607419999999994], [107, 41.16150969230772, -8.607356999999993], [108, 41.16168415384618, -8.607293999999992], [109, 41.161858615384645, -8.607230999999992], [110, 41.16203307692311, -8.60716799999999], [111, 41.16220753846157, -8.60710499999999], [112, 41.16238200000004, -8.60704199999999], [113, 41.1625564615385, -8.606978999999988], [114, 41.16273092307696, -8.606915999999988], [115, 41.16290538461543, -8.606852999999987], [116, 41.16307984615389, -8.606789999999986], [117, 41.16325430769236, -8.606726999999985], [118, 41.16342876923082, -8.606663999999984], [119, 41.16360323076928, -8.606600999999984], [120, 41.16377769230775, -8.606537999999983], [121, 41.16395215384621, -8.606474999999982], [122, 41.164126615384674, -8.606411999999981], [123, 41.16430107692314, -8.60634899999998], [124, 41.1644755384616, -8.60628599999998], [125, 41.16465000000007, -8.606222999999979], [126, 41.16465, -8.606223], [127, 41.16492, -8.606313], [128, 41.16513375, -8.606331], [129, 41.1653475, -8.606349000000002], [130, 41.16556125, -8.606367000000002], [131, 41.165775, -8.606385000000003], [132, 41.165775, -8.606385], [133, 41.16596154545454, -8.60638990909091], [134, 41.16614809090909, -8.606394818181819], [135, 41.16633463636364, -8.606399727272729], [136, 41.16652118181818, -8.606404636363639], [137, 41.16670772727273, -8.606409545454548], [138, 41.16689427272728, -8.606414454545458], [139, 41.16708081818182, -8.606419363636368], [140, 41.16726736363637, -8.606424272727278], [141, 41.16745390909092, -8.606429181818188], [142, 41.16764045454546, -8.606434090909097], [143, 41.16782700000001, -8.606439000000007], [144, 41.167827, -8.606439], [145, 41.168007, -8.6063832], [146, 41.168187, -8.6063274], [147, 41.168367, -8.6062716], [148, 41.168547, -8.6062158], [149, 41.168727, -8.60616], [150, 41.168907, -8.606104199999999], [151, 41.169087, -8.606048399999999], [152, 41.169267, -8.605992599999999], [153, 41.169447, -8.605936799999998], [154, 41.169627, -8.605880999999998], [155, 41.169627000000006, -8.605881], [156, 41.16978128571429, -8.605762714285714], [157, 41.16993557142858, -8.605644428571427], [158, 41.17008985714287, -8.60552614285714], [159, 41.17024414285716, -8.605407857142854], [160, 41.170398428571445, -8.605289571428568], [161, 41.17055271428573, -8.605171285714281], [162, 41.17070700000002, -8.605052999999995]]",123.0
