,polyline,value
0,"[[49, 41.16502440000001, -8.6426424], [50, 41.16495960000001, -8.6424606], [51, 41.16489480000001, -8.6422788], [52, 41.164830000000016, -8.642097]]",14.0
0,"[[46, 41.165154, -8.643005999999994], [47, 41.165154, -8.643006]]",18.0
0,"[[35, 41.16546000000001, -8.6449365]]",10.0
0,"[[33, 41.16547800000001, -8.64531]]",10.0
0,"[[682, 41.152473, -8.626545], [683, 41.152473, -8.626554]]",28.0
0,"[[665, 41.15241, -8.629127999999998], [666, 41.15241, -8.629128]]",14.0
0,"[[649, 41.152599, -8.631999], [650, 41.152599, -8.631998999999999]]",13.0
0,"[[407, 41.170964869565225, -8.636359304347826], [408, 41.17087330434784, -8.636518956521739], [409, 41.17078173913045, -8.636678608695652], [410, 41.17069017391306, -8.636838260869565], [411, 41.17059860869567, -8.636997913043478], [412, 41.17050704347828, -8.637157565217391], [413, 41.17041547826089, -8.637317217391304], [414, 41.170323913043504, -8.637476869565218], [415, 41.17023234782612, -8.63763652173913], [416, 41.170140782608726, -8.637796173913044], [417, 41.17004921739134, -8.637955826086957], [418, 41.16995765217395, -8.63811547826087], [419, 41.16986608695656, -8.638275130434783], [420, 41.16977452173917, -8.638434782608696], [421, 41.16968295652178, -8.63859443478261], [422, 41.1695913913044, -8.638754086956522], [423, 41.169499826087005, -8.638913739130436], [424, 41.169408260869616, -8.639073391304349], [425, 41.16931669565223, -8.639233043478262], [426, 41.16922513043484, -8.639392695652175], [427, 41.16913356521745, -8.639552347826088], [428, 41.16904200000006, -8.639712000000001], [429, 41.169042, -8.639712], [430, 41.168935125, -8.6398605]]",33.0
0,"[[278, 41.17450628571429, -8.613986142857144], [279, 41.17447971428573, -8.614167857142858], [280, 41.17445314285715, -8.614349571428573], [281, 41.17442657142858, -8.614531285714287], [282, 41.17440000000001, -8.614713000000002], [283, 41.17437342857144, -8.614894714285716], [284, 41.17434685714287, -8.615076428571431], [285, 41.1743202857143, -8.615258142857146], [286, 41.17429371428573, -8.61543985714286], [287, 41.17426714285716, -8.615621571428575], [288, 41.17424057142859, -8.61580328571429], [289, 41.17421400000002, -8.615985000000004], [290, 41.17418742857145, -8.616166714285718], [291, 41.17416085714288, -8.616348428571433], [292, 41.17413428571431, -8.616530142857147], [293, 41.17410771428574, -8.616711857142862], [294, 41.17408114285717, -8.616893571428577], [295, 41.1740545714286, -8.617075285714291], [296, 41.17402800000003, -8.617257000000006], [297, 41.174028, -8.617257], [298, 41.17400882608696, -8.617444434782609], [299, 41.17398965217391, -8.617631869565217], [300, 41.17397047826086, -8.617819304347826], [301, 41.17395130434782, -8.618006739130434], [302, 41.17393213043477, -8.618194173913043], [303, 41.173912956521725, -8.618381608695652], [304, 41.17389378260868, -8.61856904347826], [305, 41.173874608695634, -8.618756478260869], [306, 41.17385543478259, -8.618943913043477], [307, 41.17383626086954, -8.619131347826086], [308, 41.1738170869565, -8.619318782608694], [309, 41.17379791304345, -8.619506217391303], [310, 41.173778739130405, -8.619693652173911], [311, 41.17375956521736, -8.61988108695652], [312, 41.17374039130432, -8.620068521739128], [313, 41.17372121739127, -8.620255956521737], [314, 41.17370204347822, -8.620443391304345], [315, 41.17368286956518, -8.620630826086954], [316, 41.17366369565213, -8.620818260869562]]",49.0
1,"[[240, 41.17318762499999, -8.607665249999998], [241, 41.17327799999999, -8.607824999999998], [242, 41.17336837499999, -8.607984749999998], [243, 41.17345874999999, -8.608144499999998], [244, 41.17354912499999, -8.608304249999998], [245, 41.17363949999999, -8.608463999999998], [246, 41.17372987499999, -8.608623749999998], [247, 41.173820249999984, -8.608783499999998], [248, 41.173910624999984, -8.608943249999998], [249, 41.17400099999998, -8.609102999999998], [250, 41.174001, -8.609103], [251, 41.17402537500001, -8.60928375], [252, 41.17404975000001, -8.6094645], [253, 41.17407412500001, -8.60964525], [254, 41.174098500000014, -8.609826], [255, 41.174122875000016, -8.61000675], [256, 41.17414725000002, -8.6101875], [257, 41.17417162500002, -8.61036825], [258, 41.17419600000002, -8.610549], [259, 41.174220375000026, -8.61072975], [260, 41.17424475000003, -8.610910500000001], [261, 41.17426912500003, -8.611091250000001], [262, 41.17429350000003, -8.611272000000001], [263, 41.17431787500004, -8.611452750000002], [264, 41.17434225000004, -8.611633500000002], [265, 41.17436662500004, -8.611814250000002], [266, 41.17439100000004, -8.611995000000002], [267, 41.174415375000045, -8.612175750000002], [268, 41.17443975000005, -8.612356500000002], [269, 41.17446412500005, -8.612537250000003], [270, 41.17448850000005, -8.612718000000003], [271, 41.174512875000055, -8.612898750000003], [272, 41.17453725000006, -8.613079500000003], [273, 41.17456162500006, -8.613260250000003], [274, 41.17458600000006, -8.613441000000003]]",44.0
0,"[[189, 41.147937, -8.605512], [190, 41.147937, -8.605512000000001]]",12.0
0,"[[184, 41.148252, -8.606340000000001], [185, 41.148252, -8.606330999999999]]",12.0
0,"[[177, 41.148693, -8.60733]]",12.0
1,"[[173, 41.148756, -8.607843], [174, 41.148729, -8.607789], [175, 41.148693, -8.607771]]",13.0
1,"[[126, 41.15350650000003, -8.608746], [127, 41.15350275000003, -8.6085645], [128, 41.15349900000003, -8.608383], [129, 41.153499, -8.608383], [130, 41.153491800000005, -8.6081985], [131, 41.153484600000006, -8.608014], [132, 41.15347740000001, -8.607829500000001], [133, 41.15347020000001, -8.607645000000002], [134, 41.15346300000001, -8.607460500000002], [135, 41.15345580000001, -8.607276000000002], [136, 41.15344860000001, -8.607091500000003], [137, 41.15344140000001, -8.606907000000003], [138, 41.153434200000014, -8.606722500000004], [139, 41.153427000000015, -8.606538000000004]]",23.0
0,"[[118, 41.15353650000001, -8.610198], [119, 41.15353275000001, -8.6100165], [120, 41.15352900000001, -8.609835], [121, 41.153525250000015, -8.6096535]]",15.0
4,"[[72, 41.15497663636363, -8.617799454545453], [73, 41.15493981818181, -8.617613727272726], [74, 41.15490299999999, -8.617427999999999], [75, 41.154903, -8.617428], [76, 41.154876, -8.617239], [77, 41.154849, -8.617049999999999], [78, 41.154822, -8.616860999999998], [79, 41.15479499999999, -8.616671999999998], [80, 41.15476799999999, -8.616482999999997], [81, 41.15474099999999, -8.616293999999996], [82, 41.154713999999984, -8.616104999999996], [83, 41.15468699999998, -8.615915999999995], [84, 41.15465999999998, -8.615726999999994], [85, 41.154632999999976, -8.615537999999994], [86, 41.15460599999997, -8.615348999999993], [87, 41.15457899999997, -8.615159999999992], [88, 41.15455199999997, -8.614970999999992], [89, 41.154552, -8.614971], [90, 41.154507, -8.614773000000001], [91, 41.154462, -8.614575000000002], [92, 41.154417, -8.614377000000003], [93, 41.154372, -8.614179000000004], [94, 41.154327, -8.613981000000004], [95, 41.154282, -8.613783000000005], [96, 41.154237, -8.613585000000006], [97, 41.15423700000001, -8.613585], [98, 41.153967, -8.613351], [99, 41.15401200000001, -8.613333], [100, 41.153805, -8.613297], [101, 41.1537795, -8.6130975], [102, 41.153754, -8.612898000000001], [103, 41.1537285, -8.612698500000002], [104, 41.153703, -8.612499000000003], [105, 41.1536775, -8.612299500000004], [106, 41.153652, -8.612100000000005], [107, 41.153652, -8.612100000000002], [108, 41.1536385, -8.611907625]]",46.0
0,"[[62, 41.155308, -8.619470999999999], [63, 41.155308, -8.619471]]",16.0
0,"[[16, 41.157441, -8.625473999999993], [17, 41.157441, -8.625474]]",12.0
0,"[[40, 41.146245, -8.61156], [41, 41.14591200000001, -8.611443], [42, 41.146056, -8.611191], [43, 41.146101, -8.611182]]",13.0
0,"[[27, 41.147838, -8.610309], [28, 41.147838, -8.610372]]",42.0
7,"[[0, 41.151339, -8.609688], [1, 41.151339, -8.609696999999999], [2, 41.151348000000006, -8.609652], [3, 41.151447000000005, -8.609544000000001], [4, 41.151639, -8.609688000000002], [5, 41.151831, -8.609832000000003], [6, 41.152023, -8.609976000000003], [7, 41.152023, -8.609976000000001], [8, 41.1522135, -8.6099805], [9, 41.152404, -8.609985], [10, 41.152594500000006, -8.6099895], [11, 41.15278500000001, -8.609993999999999], [12, 41.15297550000001, -8.609998499999998], [13, 41.15316600000001, -8.610002999999997], [14, 41.153166000000006, -8.610002999999999], [15, 41.153368500000006, -8.6099895], [16, 41.15357100000001, -8.609976], [17, 41.15377350000001, -8.6099625], [18, 41.15397600000001, -8.609949], [19, 41.153976, -8.609949], [20, 41.154148, -8.609872000000001], [21, 41.15432, -8.609795000000002], [22, 41.154492, -8.609718000000003], [23, 41.154664, -8.609641000000003], [24, 41.154836, -8.609564000000004], [25, 41.155008, -8.609487000000005], [26, 41.15518, -8.609410000000006], [27, 41.15535199999999, -8.609333000000007], [28, 41.15552399999999, -8.609256000000007], [29, 41.155524, -8.609256], [30, 41.1557238, -8.609250600000001], [31, 41.15592360000001, -8.609245200000002], [32, 41.15612340000001, -8.609239800000003], [33, 41.15632320000002, -8.609234400000004], [34, 41.15652300000002, -8.609229000000004], [35, 41.15652300000001, -8.609229000000001], [36, 41.15669940000001, -8.609182200000001], [37, 41.15687580000001, -8.609135400000001], [38, 41.15705220000001, -8.609088600000002], [39, 41.15722860000001, -8.609041800000002], [40, 41.15740500000001, -8.608995000000002]]",55.0
0,"[[45, 41.150664000000006, -8.593164], [46, 41.150664000000006, -8.593155000000001]]",18.0
0,"[[13, 41.149476, -8.588115]]",10.0
0,"[[5, 41.149090125, -8.586784125000001], [6, 41.14914525, -8.58697425], [7, 41.14920037500001, -8.587164375], [8, 41.14925550000001, -8.5873545], [9, 41.14931062500001, -8.587544625]]",14.0
0,"[[45, 41.150781, -8.593083000000004], [46, 41.150781, -8.593083]]",15.0
10,"[[7, 41.149575, -8.610237000000001], [8, 41.1497685, -8.610210000000002], [9, 41.149962, -8.610183000000003], [10, 41.149962, -8.610183000000001], [11, 41.150148, -8.610225000000002], [12, 41.150334, -8.610267000000002], [13, 41.15052, -8.610309000000003], [14, 41.15052, -8.610309], [15, 41.150727, -8.610129], [16, 41.150745, -8.610129], [17, 41.150754, -8.610129], [18, 41.150763, -8.610120000000002], [19, 41.1509124, -8.609995800000002], [20, 41.1510618, -8.609871600000002], [21, 41.15121119999999, -8.609747400000002], [22, 41.15136059999999, -8.609623200000001], [23, 41.15150999999999, -8.609499000000001], [24, 41.15151, -8.609499000000001], [25, 41.151668400000005, -8.609599800000002], [26, 41.15182680000001, -8.609700600000002], [27, 41.15198520000001, -8.609801400000002], [28, 41.15214360000002, -8.609902200000002], [29, 41.15230200000002, -8.610003000000003], [30, 41.152302000000006, -8.610002999999999], [31, 41.15251620000001, -8.610012], [32, 41.15273040000001, -8.610021], [33, 41.15294460000001, -8.61003], [34, 41.153158800000014, -8.610039], [35, 41.153373000000016, -8.610048], [36, 41.153373, -8.610048], [37, 41.15353757142857, -8.60995542857143], [38, 41.15370214285714, -8.60986285714286], [39, 41.15386671428571, -8.609770285714289], [40, 41.15403128571428, -8.609677714285718], [41, 41.15419585714285, -8.609585142857147], [42, 41.15436042857142, -8.609492571428577], [43, 41.15452499999999, -8.609400000000006], [44, 41.15452500000001, -8.6094], [45, 41.15473875000001, -8.60936625], [46, 41.15495250000001, -8.6093325], [47, 41.15516625000001, -8.60929875], [48, 41.15538000000001, -8.609265], [49, 41.15538, -8.609265], [50, 41.15556, -8.609301], [51, 41.15574, -8.609337], [52, 41.15592, -8.609373], [53, 41.1561, -8.609409], [54, 41.15628, -8.609445], [55, 41.15628, -8.609445000000001], [56, 41.1564645, -8.609410500000001], [57, 41.156649, -8.609376000000001], [58, 41.156833500000005, -8.609341500000001], [59, 41.15701800000001, -8.609307000000001], [60, 41.15720250000001, -8.609272500000001], [61, 41.157387000000014, -8.609238000000001], [62, 41.157387, -8.609238], [63, 41.157588, -8.609112], [64, 41.157789, -8.608986], [65, 41.15798999999999, -8.60886], [66, 41.15799, -8.60886], [67, 41.158173857142856, -8.608776428571428], [68, 41.158357714285714, -8.608692857142856], [69, 41.15854157142857, -8.608609285714284], [70, 41.15872542857143, -8.608525714285712], [71, 41.15890928571429, -8.60844214285714], [72, 41.159093142857145, -8.608358571428568], [73, 41.159277, -8.608274999999995], [74, 41.159277, -8.608275], [75, 41.1594417, -8.6081967], [76, 41.1596064, -8.6081184], [77, 41.1597711, -8.6080401], [78, 41.1599358, -8.6079618], [79, 41.1601005, -8.6078835], [80, 41.1602652, -8.6078052], [81, 41.1604299, -8.6077269], [82, 41.1605946, -8.6076486], [83, 41.1607593, -8.607570299999999], [84, 41.160924, -8.607491999999999], [85, 41.160924, -8.607492], [86, 41.161101, -8.607425500000002], [87, 41.161278, -8.607359000000002], [88, 41.161455, -8.607292500000003], [89, 41.161632, -8.607226000000004], [90, 41.161809, -8.607159500000005], [91, 41.161986, -8.607093000000006], [92, 41.162163, -8.607026500000007], [93, 41.16234, -8.606960000000008], [94, 41.162517, -8.606893500000009], [95, 41.162694, -8.60682700000001], [96, 41.162871, -8.60676050000001], [97, 41.163048, -8.606694000000012], [98, 41.163225, -8.606627500000013], [99, 41.163402000000005, -8.606561000000013], [100, 41.163579000000006, -8.606494500000014], [101, 41.16375600000001, -8.606428000000015], [102, 41.16393300000001, -8.606361500000016], [103, 41.16411000000001, -8.606295000000017]]",109.0
0,"[[304, 41.182029449999945, -8.59304564999999], [305, 41.18221799999994, -8.59303799999999], [306, 41.182218, -8.593038000000002], [307, 41.1823937368421, -8.59309105263158], [308, 41.18256947368421, -8.593144105263159], [309, 41.18274521052631, -8.593197157894737], [310, 41.18292094736841, -8.593250210526316], [311, 41.18309668421051, -8.593303263157894], [312, 41.18327242105261, -8.593356315789473], [313, 41.18344815789472, -8.593409368421051], [314, 41.18362389473682, -8.59346242105263], [315, 41.18379963157892, -8.593515473684208], [316, 41.183975368421024, -8.593568526315787], [317, 41.184151105263126, -8.593621578947365], [318, 41.18432684210523, -8.593674631578944], [319, 41.18450257894733, -8.593727684210522], [320, 41.18467831578944, -8.5937807368421], [321, 41.184854052631536, -8.59383378947368], [322, 41.18502978947364, -8.593886842105258], [323, 41.18520552631574, -8.593939894736836], [324, 41.18538126315784, -8.593992947368415], [325, 41.185556999999946, -8.594045999999993], [326, 41.18555700000001, -8.594046], [327, 41.18574195000001, -8.5940721], [328, 41.185926900000005, -8.5940982], [329, 41.18611185, -8.594124299999999], [330, 41.1862968, -8.594150399999998], [331, 41.18648175, -8.594176499999998], [332, 41.1866667, -8.594202599999997]]",38.0
2,"[[201, 41.17109880000002, -8.6027856], [202, 41.171133600000026, -8.6026032], [203, 41.17116840000003, -8.6024208], [204, 41.17120320000003, -8.602238400000001], [205, 41.17123800000003, -8.602056000000001], [206, 41.171238, -8.602056000000001], [207, 41.17123575, -8.601869250000002], [208, 41.1712335, -8.601682500000003], [209, 41.17123125, -8.601495750000003], [210, 41.171229, -8.601309000000004], [211, 41.17122675, -8.601122250000005], [212, 41.1712245, -8.600935500000006], [213, 41.17122224999999, -8.600748750000006], [214, 41.17121999999999, -8.600562000000007], [215, 41.17121774999999, -8.600375250000008], [216, 41.17121549999999, -8.600188500000009], [217, 41.17121324999999, -8.60000175000001], [218, 41.17121099999999, -8.59981500000001], [219, 41.171208749999984, -8.599628250000011], [220, 41.17120649999998, -8.599441500000012], [221, 41.17120424999998, -8.599254750000012], [222, 41.17120199999998, -8.599068000000013], [223, 41.17120200000001, -8.599068], [224, 41.17119825000001, -8.598883500000001], [225, 41.17119450000001, -8.598699000000002], [226, 41.171190750000015, -8.598514500000002], [227, 41.17118700000002, -8.598330000000002]]",37.0
15,"[[31, 41.147355, -8.608299], [32, 41.147403, -8.608485], [33, 41.147451, -8.608671], [34, 41.147499, -8.608856999999999], [35, 41.147547, -8.609042999999998], [36, 41.147595, -8.609228999999997], [37, 41.147595, -8.609229000000001], [38, 41.1476265, -8.6094135], [39, 41.14765799999999, -8.609598], [40, 41.14768949999999, -8.6097825], [41, 41.14772099999999, -8.609967], [42, 41.14775249999999, -8.610151499999999], [43, 41.14778399999999, -8.610335999999998], [44, 41.147784, -8.610335999999998], [45, 41.147766, -8.61039], [46, 41.147913, -8.610552], [47, 41.14806, -8.610714], [48, 41.14820699999999, -8.610876], [49, 41.148207, -8.610876000000001], [50, 41.148387, -8.610817500000001], [51, 41.148567, -8.610759000000002], [52, 41.14856699999999, -8.610759000000002], [53, 41.148846, -8.610651], [54, 41.149026, -8.610579000000001], [55, 41.149206, -8.610507000000002], [56, 41.149386, -8.610435000000003], [57, 41.149566, -8.610363000000003], [58, 41.149746, -8.610291000000004], [59, 41.149926, -8.610219000000004], [60, 41.14992600000001, -8.610218999999999], [61, 41.15016, -8.610277499999999], [62, 41.15039399999999, -8.610335999999998], [63, 41.150394, -8.610335999999998], [64, 41.150394, -8.610354000000001], [65, 41.150547, -8.610318000000001], [66, 41.15070225, -8.610183000000001], [67, 41.1508575, -8.610048], [68, 41.15101275, -8.609913], [69, 41.151168, -8.609778], [70, 41.1513165, -8.609647500000001], [71, 41.151465, -8.609517], [72, 41.151606, -8.609634], [73, 41.151747, -8.609751], [74, 41.151888, -8.609867999999999], [75, 41.151888, -8.609868], [76, 41.152077, -8.609889], [77, 41.152266, -8.609910000000001], [78, 41.152455, -8.609931000000001], [79, 41.152644, -8.609952000000002], [80, 41.152833, -8.609973000000002], [81, 41.15302199999999, -8.609994000000002], [82, 41.153022, -8.609994], [83, 41.1532125, -8.609949], [84, 41.153403, -8.609904], [85, 41.15359350000001, -8.609859], [86, 41.15378400000001, -8.609814], [87, 41.15397450000001, -8.609769], [88, 41.15416500000001, -8.609724], [89, 41.154165000000006, -8.609724], [90, 41.154351000000005, -8.609652], [91, 41.154537000000005, -8.609580000000001], [92, 41.154723, -8.609508000000002], [93, 41.154909, -8.609436000000002], [94, 41.155095, -8.609364000000003], [95, 41.155281, -8.609292000000003], [96, 41.155281, -8.609292], [97, 41.155466, -8.609294], [98, 41.155651, -8.609296], [99, 41.155836, -8.609298], [100, 41.156021, -8.609300000000001], [101, 41.156206000000005, -8.609302000000001], [102, 41.156391000000006, -8.609304000000002], [103, 41.15657600000001, -8.609306000000002], [104, 41.15676100000001, -8.609308000000002], [105, 41.15694600000001, -8.609310000000002], [107, 41.1571845, -8.609256], [108, 41.157423, -8.609202], [109, 41.15758949999999, -8.609121], [110, 41.15775599999999, -8.60904], [111, 41.15792249999999, -8.608959], [112, 41.15808899999999, -8.608878], [113, 41.15825549999999, -8.608797000000001], [114, 41.15842199999999, -8.608716000000001], [115, 41.15858849999999, -8.608635000000001], [116, 41.15875499999999, -8.608554000000002], [117, 41.15875499999999, -8.608554], [118, 41.1589269, -8.6084739], [119, 41.1590988, -8.6083938], [120, 41.15927069999999, -8.6083137], [121, 41.15944259999999, -8.6082336], [122, 41.15961449999999, -8.6081535], [123, 41.15978639999999, -8.6080734], [124, 41.15995829999999, -8.6079933], [125, 41.16013019999998, -8.6079132], [126, 41.16030209999998, -8.6078331], [127, 41.16047399999998, -8.607753], [128, 41.16047400000001, -8.607753], [129, 41.16064455000001, -8.6076837], [130, 41.16081510000001, -8.607614400000001], [131, 41.16098565000001, -8.607545100000001], [132, 41.16115620000001, -8.607475800000001], [133, 41.16132675000001, -8.607406500000002], [134, 41.16149730000001, -8.607337200000002], [135, 41.16166785000001, -8.607267900000002], [136, 41.16183840000001, -8.607198600000002], [137, 41.16200895000001, -8.607129300000002], [138, 41.16217950000001, -8.607060000000002], [139, 41.16235005000001, -8.606990700000003], [140, 41.16252060000001, -8.606921400000003], [141, 41.16269115000001, -8.606852100000003], [142, 41.16286170000001, -8.606782800000003], [143, 41.16303225000001, -8.606713500000003], [144, 41.16320280000001, -8.606644200000003], [145, 41.16337335000001, -8.606574900000004], [146, 41.16354390000001, -8.606505600000004], [147, 41.16371445000001, -8.606436300000004], [148, 41.16388500000001, -8.606367000000004], [149, 41.163885, -8.606367], [150, 41.164182, -8.606295000000001], [151, 41.1643692, -8.606306700000001], [152, 41.1645564, -8.606318400000001], [153, 41.1647436, -8.606330100000001], [154, 41.1649308, -8.606341800000001], [155, 41.165118, -8.6063535], [156, 41.1653052, -8.6063652], [157, 41.1654924, -8.6063769], [158, 41.1656796, -8.6063886], [159, 41.1658668, -8.6064003], [160, 41.166054, -8.606412], [161, 41.16623657142858, -8.606412], [162, 41.16641914285715, -8.606412], [163, 41.166601714285726, -8.606412], [164, 41.1667842857143, -8.606412], [165, 41.16696685714288, -8.606412], [166, 41.16714942857145, -8.606412], [167, 41.16733200000002, -8.606412], [168, 41.1675145714286, -8.606412], [169, 41.16769714285717, -8.606412], [170, 41.16787971428575, -8.606412], [171, 41.16806228571432, -8.606412], [172, 41.168244857142895, -8.606412], [173, 41.16842742857147, -8.606412], [174, 41.16861000000005, -8.606412], [175, 41.16861, -8.606412], [176, 41.16876042857143, -8.606296285714286], [177, 41.16891085714286, -8.606180571428572], [178, 41.16906128571429, -8.606064857142858], [179, 41.16921171428572, -8.605949142857144], [180, 41.16936214285715, -8.60583342857143], [181, 41.16951257142858, -8.605717714285715], [182, 41.169663000000014, -8.605602000000001], [183, 41.169813428571445, -8.605486285714287], [184, 41.16996385714288, -8.605370571428573], [185, 41.17011428571431, -8.605254857142858], [186, 41.170264714285736, -8.605139142857144], [187, 41.170415142857166, -8.60502342857143], [188, 41.1705655714286, -8.604907714285716], [189, 41.17071600000003, -8.604792000000002], [190, 41.170716000000006, -8.604792]]",169.0
0,"[[28, 41.14724400000001, -8.607942], [29, 41.14724400000001, -8.607942000000001]]",18.0
0,"[[21, 41.146659, -8.606943000000001]]",12.0
0,"[[19, 41.146659, -8.606907]]",12.0
0,"[[11, 41.145939, -8.607078000000001], [12, 41.145939, -8.607078]]",11.0
0,"[[107, 41.16309862499999, -8.633504250000003], [108, 41.16301199999999, -8.633331000000004], [109, 41.163012, -8.633331], [110, 41.1628626, -8.6331942], [111, 41.1627132, -8.6330574], [112, 41.1625638, -8.6329206], [113, 41.1624144, -8.6327838], [114, 41.162265000000005, -8.632647]]",20.0
0,"[[88, 41.16429, -8.636498999999999], [89, 41.16429, -8.636499]]",20.0
0,"[[82, 41.164488000000006, -8.637372000000001], [84, 41.164488000000006, -8.637354]]",20.0
0,"[[72, 41.16458399999999, -8.639028], [73, 41.16457299999999, -8.638836], [74, 41.16456199999999, -8.638644], [75, 41.16455099999999, -8.638452], [76, 41.164551, -8.638452000000001], [77, 41.164538400000005, -8.638236000000001]]",15.0
0,"[[52, 41.165037, -8.6426046], [53, 41.165001, -8.6424228], [54, 41.164965, -8.642241], [55, 41.164936363636365, -8.642053636363636], [56, 41.16490772727273, -8.641866272727272], [57, 41.16487909090909, -8.641678909090908], [58, 41.16485045454545, -8.641491545454544], [59, 41.16482181818181, -8.64130418181818]]",17.0
0,"[[1066, 41.171859, -8.64801899999999], [1067, 41.171859, -8.648019]]",12.0
0,"[[116, 41.161014, -8.607185999999995], [117, 41.161014, -8.607185999999999]]",14.0
0,"[[53, 41.150925, -8.594018999999998], [54, 41.150925, -8.594019]]",11.0
0,"[[41, 41.150466, -8.592075000000001], [42, 41.150466, -8.592075]]",14.0
0,"[[15, 41.149296, -8.587790999999996], [16, 41.149296, -8.587791]]",16.0
0,"[[7, 41.149008, -8.586405000000003], [8, 41.149008, -8.586405000000001]]",16.0
0,"[[79, 41.168835, -8.588574], [80, 41.168835, -8.588574000000001]]",11.0
0,"[[75, 41.168835, -8.587881000000001]]",10.0
0,"[[29, 41.182128, -8.597637], [30, 41.182128, -8.597655]]",16.0
0,"[[20, 41.18250825, -8.598998250000001], [21, 41.1824565, -8.5988115], [22, 41.18240475, -8.598624749999999], [23, 41.182353000000006, -8.598437999999998], [24, 41.18230125000001, -8.598251249999997], [25, 41.18224950000001, -8.598064499999996], [26, 41.182197750000014, -8.597877749999995], [27, 41.18214600000002, -8.597690999999994]]",17.0
0,"[[12, 41.18285699999999, -8.600264999999998], [13, 41.18280749999999, -8.600084999999998], [14, 41.18275799999999, -8.599904999999998], [15, 41.18270849999998, -8.599724999999998], [16, 41.18265899999998, -8.599544999999997], [17, 41.18260949999998, -8.599364999999997], [18, 41.18255999999997, -8.599184999999997]]",16.0
0,"[[45, 41.14397700000001, -8.60472]]",10.0
0,"[[3, 41.144724, -8.606493], [4, 41.144724, -8.606475]]",16.0
2,"[[203, 41.17112460000002, -8.602399800000008], [204, 41.17115880000002, -8.602214400000008], [205, 41.17119300000002, -8.602029000000009], [206, 41.171193, -8.602029000000002], [207, 41.17120071428571, -8.601846000000002], [208, 41.17120842857143, -8.601663000000002], [209, 41.17121614285714, -8.601480000000002], [210, 41.171223857142856, -8.601297000000002], [211, 41.17123157142857, -8.601114000000003], [212, 41.171239285714286, -8.600931000000003], [213, 41.171247, -8.600748000000003], [214, 41.17125471428572, -8.600565000000003], [215, 41.17126242857143, -8.600382000000003], [216, 41.171270142857146, -8.600199000000003], [217, 41.17127785714286, -8.600016000000004], [218, 41.17128557142858, -8.599833000000004], [219, 41.17129328571429, -8.599650000000004], [220, 41.17130100000001, -8.599467000000004], [221, 41.17130871428572, -8.599284000000004], [222, 41.17131642857144, -8.599101000000005], [223, 41.17132414285715, -8.598918000000005], [224, 41.17133185714287, -8.598735000000005], [225, 41.17133957142858, -8.598552000000005], [226, 41.1713472857143, -8.598369000000005], [227, 41.17135500000001, -8.598186000000005], [228, 41.171355, -8.598186], [229, 41.171319, -8.598001090909092], [231, 41.171247, -8.597631272727275]]",39.0
