,polyline,value
1,"[[0, -8.585640000000001, 41.148918], [1, -8.585766, 41.148981], [2, -8.586053999999999, 41.148990000000005], [3, -8.586324000000001, 41.1490125], [4, -8.586594000000002, 41.149035], [5, -8.586847500000001, 41.1491085], [6, -8.587101, 41.149182], [7, -8.5873545, 41.1492555]]",17.0
0,"[[10, -8.593155000000001, 41.150664000000006]]",12.0
0,"[[8, -8.593155000000001, 41.150673]]",12.0
0,"[[5, -8.586486, 41.148990000000005], [6, -8.5867155, 41.14904175], [7, -8.586945, 41.1490935]]",12.0
0,"[[2, -8.585721, 41.148801000000006], [3, -8.585973000000001, 41.14897200000001]]",11.0
5,"[[52, -8.609445000000001, 41.15628], [53, -8.609410500000001, 41.1564645], [54, -8.609376000000001, 41.156649], [55, -8.609341500000001, 41.156833500000005], [56, -8.609307000000001, 41.15701800000001], [57, -8.609272500000001, 41.15720250000001], [58, -8.609238000000001, 41.157387000000014], [59, -8.609238, 41.157387], [60, -8.609112, 41.157588], [61, -8.608986, 41.157789], [62, -8.60886, 41.15798999999999], [63, -8.60886, 41.15799], [64, -8.608776428571428, 41.158173857142856], [65, -8.608692857142856, 41.158357714285714], [66, -8.608609285714284, 41.15854157142857], [67, -8.608525714285712, 41.15872542857143], [68, -8.60844214285714, 41.15890928571429], [69, -8.608358571428568, 41.159093142857145], [70, -8.608274999999995, 41.159277], [71, -8.608275, 41.159277], [72, -8.608188, 41.15946], [73, -8.608101, 41.159643], [74, -8.608013999999999, 41.159826], [75, -8.607926999999998, 41.160009], [76, -8.607839999999998, 41.160192], [77, -8.607752999999997, 41.160375], [78, -8.607665999999996, 41.160558], [79, -8.607578999999996, 41.160741], [80, -8.607491999999995, 41.160924], [81, -8.607492, 41.160924], [82, -8.607425500000002, 41.161101], [83, -8.607359000000002, 41.161278], [84, -8.607292500000003, 41.161455], [85, -8.607226000000004, 41.161632], [86, -8.607159500000005, 41.161809], [87, -8.607093000000006, 41.161986], [88, -8.607026500000007, 41.162163], [89, -8.606960000000008, 41.16234], [90, -8.606893500000009, 41.162517], [91, -8.60682700000001, 41.162694], [92, -8.60676050000001, 41.162871], [93, -8.606694000000012, 41.163048], [94, -8.606627500000013, 41.163225], [95, -8.606561000000013, 41.163402000000005], [96, -8.606494500000014, 41.163579000000006], [97, -8.606428000000015, 41.16375600000001], [98, -8.606361500000016, 41.16393300000001], [99, -8.606295000000017, 41.16411000000001]]",60.0
0,"[[45, -8.609265, 41.15538000000001], [46, -8.609265, 41.15538]]",19.0
5,"[[14, -8.610309, 41.15052], [15, -8.610129, 41.150727], [16, -8.610129, 41.150745], [17, -8.610129, 41.150754], [19, -8.609964750000001, 41.15094975], [20, -8.6098095, 41.15113649999999], [21, -8.60965425, 41.15132324999999], [22, -8.609499, 41.15150999999999], [23, -8.609499000000001, 41.15151], [24, -8.609625000000001, 41.151708], [25, -8.609751000000001, 41.151906], [26, -8.609877000000001, 41.152104], [27, -8.610003, 41.15230199999999], [28, -8.610002999999999, 41.152302000000006], [29, -8.610012, 41.15251620000001], [30, -8.610021, 41.15273040000001], [31, -8.61003, 41.15294460000001], [32, -8.610039, 41.153158800000014], [33, -8.610048, 41.153373000000016], [34, -8.610048, 41.153373], [35, -8.609940000000002, 41.153565], [36, -8.609832, 41.153757], [37, -8.609724, 41.153949], [38, -8.609615999999999, 41.154141], [39, -8.609507999999998, 41.154333]]",37.0
1,"[[10, -8.610183000000001, 41.149962], [11, -8.610225000000002, 41.150148], [12, -8.610267000000002, 41.150334]]",17.0
0,"[[6, -8.610444000000001, 41.149479]]",15.0
0,"[[148, -8.606412, 41.166054], [149, -8.606412, 41.16623657142858], [150, -8.606412, 41.16641914285715], [151, -8.606412, 41.166601714285726], [152, -8.606412, 41.1667842857143], [153, -8.606412, 41.16696685714288], [154, -8.606412, 41.16714942857145], [155, -8.606412, 41.16733200000002], [156, -8.606412, 41.1675145714286], [157, -8.606412, 41.16769714285717], [158, -8.606412, 41.16787971428575], [159, -8.606412, 41.16806228571432], [160, -8.606412, 41.168244857142895], [161, -8.606412, 41.16842742857147], [162, -8.606412, 41.16861000000005], [163, -8.606412, 41.16861]]",250.0
0,"[[12, -8.607051, 41.14640700000001], [13, -8.607051, 41.146407], [14, -8.607051, 41.14642500000001]]",15.0
0,"[[4, -8.607123, 41.14503], [5, -8.607123, 41.145048]]",16.0
0,"[[70, -8.6330574, 41.1627132]]",10.0
0,"[[68, -8.633331, 41.163012]]",10.0
0,"[[66, -8.633562000000003, 41.1631275]]",11.0
0,"[[43, -8.638182, 41.16453525], [44, -8.637912, 41.1645195]]",11.0
0,"[[39, -8.638945714285716, 41.1645792857143], [40, -8.63869885714286, 41.16456514285716]]",11.0
0,"[[25, -8.642241, 41.164965], [26, -8.641983375, 41.164925625], [27, -8.64172575, 41.16488625], [28, -8.641468125000001, 41.164846875]]",13.0
0,"[[23, -8.642500714285712, 41.16501642857142]]",10.0
0,"[[12, -8.64486, 41.165450999999976], [13, -8.64486, 41.165451]]",11.0
0,"[[4, -8.585766, 41.148954]]",15.0
0,"[[2, -8.585766, 41.148774]]",15.0
8,"[[96, -8.609390999999999, 41.156937], [97, -8.609300999999999, 41.157171000000005], [98, -8.609210999999998, 41.15740500000001], [99, -8.609211, 41.157405], [100, -8.609115375, 41.157587250000006], [101, -8.60901975, 41.15776950000001], [102, -8.608924125, 41.15795175000001], [103, -8.6088285, 41.15813400000001], [104, -8.608732875, 41.15831625000001], [105, -8.60863725, 41.158498500000015], [106, -8.608541624999999, 41.158680750000016], [107, -8.608445999999999, 41.15886300000002], [108, -8.608446, 41.158863], [109, -8.608361727272728, 41.15903563636363], [110, -8.608277454545455, 41.15920827272727], [111, -8.608193181818182, 41.159380909090906], [112, -8.608108909090909, 41.15955354545454], [113, -8.608024636363636, 41.15972618181818], [114, -8.607940363636363, 41.159898818181816], [115, -8.60785609090909, 41.16007145454545], [116, -8.607771818181817, 41.16024409090909], [117, -8.607687545454544, 41.160416727272725], [118, -8.607603272727271, 41.16058936363636], [119, -8.607518999999998, 41.160762], [120, -8.607519000000002, 41.160762000000005], [121, -8.607460285714287, 41.16094414285715], [122, -8.607401571428573, 41.16112628571429], [123, -8.607342857142859, 41.16130842857143], [124, -8.607284142857145, 41.16149057142857], [125, -8.60722542857143, 41.161672714285714], [126, -8.607166714285716, 41.161854857142856], [127, -8.607108000000002, 41.162037], [128, -8.607049285714288, 41.16221914285714], [129, -8.606990571428573, 41.16240128571428], [130, -8.60693185714286, 41.16258342857142], [131, -8.606873142857145, 41.162765571428565], [132, -8.60681442857143, 41.16294771428571], [133, -8.606755714285717, 41.16312985714285], [134, -8.606697000000002, 41.16331199999999], [135, -8.606638285714288, 41.16349414285713], [136, -8.606579571428574, 41.163676285714274], [137, -8.60652085714286, 41.163858428571416], [138, -8.606462142857145, 41.16404057142856], [139, -8.606403428571431, 41.1642227142857], [140, -8.606344714285717, 41.16440485714284], [141, -8.606286000000003, 41.16458699999998], [142, -8.606285999999999, 41.164587], [143, -8.606299499999999, 41.1647715], [144, -8.606312999999998, 41.164956], [145, -8.606326499999998, 41.16514050000001], [146, -8.606339999999998, 41.16532500000001], [147, -8.606353499999997, 41.16550950000001], [148, -8.606366999999997, 41.165694000000016], [149, -8.606367, 41.165694], [150, -8.606394000000002, 41.1659055], [151, -8.606421000000001, 41.16611699999999], [152, -8.60644125, 41.1663105], [153, -8.606461499999998, 41.166504], [154, -8.606481749999997, 41.1666975], [155, -8.606501999999995, 41.166891], [156, -8.606501999999999, 41.166891], [157, -8.6064957, 41.1670809], [158, -8.606489400000001, 41.1672708], [159, -8.606483100000002, 41.16746070000001], [160, -8.606476800000003, 41.16765060000001], [161, -8.606470500000004, 41.16784050000001], [162, -8.606464200000005, 41.16803040000001], [163, -8.606457900000006, 41.168220300000016], [164, -8.606451600000007, 41.16841020000002], [165, -8.606445300000008, 41.16860010000002], [166, -8.606439000000009, 41.16879000000002], [167, -8.606439, 41.16879], [168, -8.60630325, 41.1689475], [169, -8.6061675, 41.169105], [170, -8.60603175, 41.1692625], [171, -8.605896, 41.16942], [172, -8.60576025, 41.1695775], [173, -8.6056245, 41.169735], [174, -8.60548875, 41.1698925], [175, -8.605353, 41.17005], [176, -8.605217249999999, 41.1702075], [177, -8.605081499999999, 41.170365], [178, -8.604945749999999, 41.1705225], [179, -8.604809999999999, 41.17068]]",93.0
11,"[[29, -8.608545000000001, 41.147532000000005], [30, -8.608779, 41.147588250000005], [31, -8.609013, 41.147644500000006], [32, -8.609246999999998, 41.147700750000006], [33, -8.609480999999997, 41.147757000000006], [34, -8.609480999999999, 41.147757000000006], [35, -8.609786999999999, 41.147784], [36, -8.610092999999999, 41.147811], [37, -8.610399, 41.14783799999999], [38, -8.610399, 41.147838], [39, -8.610678, 41.14773], [40, -8.610759, 41.147949], [41, -8.61084, 41.148168000000005], [42, -8.610921, 41.14838700000001], [43, -8.610921, 41.148387], [44, -8.610930000000002, 41.14856699999999], [45, -8.610822, 41.148864], [46, -8.6107455, 41.1490515], [47, -8.610669, 41.149239], [48, -8.6105925, 41.14942649999999], [49, -8.610515999999999, 41.14961399999999], [50, -8.610439499999998, 41.14980149999998], [51, -8.610362999999998, 41.14998899999998], [52, -8.610363, 41.149989], [53, -8.6103585, 41.1502095], [54, -8.610354000000001, 41.15042999999999], [55, -8.610372, 41.150448], [56, -8.61021, 41.15065499999999], [57, -8.610033, 41.15085299999999], [58, -8.609855999999999, 41.15105099999999], [59, -8.609678999999998, 41.15124899999999], [60, -8.609679, 41.15124899999999], [61, -8.6096115, 41.1514245], [62, -8.609544, 41.1516], [63, -8.609544000000001, 41.1516], [64, -8.609697, 41.151756000000006], [65, -8.60985, 41.15191200000001], [66, -8.610002999999999, 41.152068000000014], [67, -8.610002999999999, 41.15206800000001], [68, -8.610009, 41.152257000000006], [69, -8.610015, 41.152446000000005], [70, -8.610021000000001, 41.152635], [71, -8.610027000000002, 41.152824], [72, -8.610033000000003, 41.153013], [73, -8.610039000000004, 41.153202], [74, -8.610039, 41.153202], [75, -8.609985, 41.1534], [76, -8.609931, 41.153598], [77, -8.609877, 41.15379599999999], [78, -8.609822999999999, 41.15399399999999], [79, -8.609768999999998, 41.15419199999999], [80, -8.609769, 41.154192], [81, -8.609718857142857, 41.154372], [82, -8.609668714285714, 41.154552], [83, -8.609618571428571, 41.154732], [84, -8.609568428571428, 41.154912], [85, -8.609518285714286, 41.155092], [86, -8.609468142857143, 41.155272], [87, -8.609418, 41.155452], [88, -8.609414625, 41.155637625], [89, -8.609411249999999, 41.155823250000005], [90, -8.609407874999999, 41.156008875000005], [91, -8.609404499999998, 41.156194500000005], [92, -8.609401124999998, 41.156380125000005], [93, -8.609397749999998, 41.156565750000006], [94, -8.609394374999997, 41.156751375000006]]",75.0
0,"[[27, -8.608176, 41.14737900000001]]",10.0
0,"[[21, -8.606853, 41.146938000000006], [22, -8.606853, 41.14695600000001]]",16.0
0,"[[10, -8.607357, 41.145309], [11, -8.607357, 41.145633]]",14.0
0,"[[2, -8.606501999999999, 41.144742], [5, -8.606501999999999, 41.144697]]",24.0
0,"[[0, -8.585712000000001, 41.148603], [1, -8.585712000000001, 41.148612]]",14.0
0,"[[34, -8.636409, 41.16428100000002], [35, -8.636409, 41.16428100000001]]",16.0
0,"[[30, -8.636985, 41.164452], [31, -8.636985, 41.164443]]",13.0
0,"[[19, -8.639199000000001, 41.164632]]",10.0
0,"[[13, -8.630036999999998, 41.15747699999999]]",10.0
0,"[[32, -8.611875, 41.15408400000001], [33, -8.611875, 41.154084000000005]]",19.0
0,"[[20, -8.62902, 41.15883599999998], [21, -8.62902, 41.158836]]",12.0
0,"[[13, -8.627922, 41.157918], [14, -8.627922, 41.157954]]",14.0
4,"[[81, -8.60855192307692, 41.15825515384616], [82, -8.608482692307689, 41.15843861538463], [83, -8.608413461538458, 41.15862207692309], [84, -8.608344230769227, 41.15880553846155], [85, -8.608274999999995, 41.15898900000001], [86, -8.608275, 41.158989], [87, -8.608206000000001, 41.1591765], [88, -8.608137000000001, 41.159364], [89, -8.608068000000001, 41.159551500000006], [90, -8.607999000000001, 41.15973900000001], [91, -8.607930000000001, 41.15992650000001], [92, -8.607861000000002, 41.160114000000014], [93, -8.607861, 41.16011400000001], [94, -8.607797999999999, 41.16028846153847], [95, -8.607734999999998, 41.160462923076935], [96, -8.607671999999997, 41.1606373846154], [97, -8.607608999999997, 41.16081184615386], [98, -8.607545999999996, 41.160986307692326], [99, -8.607482999999995, 41.16116076923079], [100, -8.607419999999994, 41.16133523076925], [101, -8.607356999999993, 41.16150969230772], [102, -8.607293999999992, 41.16168415384618], [103, -8.607230999999992, 41.161858615384645], [104, -8.60716799999999, 41.16203307692311], [105, -8.60710499999999, 41.16220753846157], [106, -8.60704199999999, 41.16238200000004], [107, -8.606978999999988, 41.1625564615385], [108, -8.606915999999988, 41.16273092307696], [109, -8.606852999999987, 41.16290538461543], [110, -8.606789999999986, 41.16307984615389], [111, -8.606726999999985, 41.16325430769236], [112, -8.606663999999984, 41.16342876923082], [113, -8.606600999999984, 41.16360323076928], [114, -8.606537999999983, 41.16377769230775], [115, -8.606474999999982, 41.16395215384621], [116, -8.606411999999981, 41.164126615384674], [117, -8.60634899999998, 41.16430107692314], [118, -8.60628599999998, 41.1644755384616], [119, -8.606222999999979, 41.16465000000007], [120, -8.606223, 41.16465], [121, -8.606313, 41.16492], [122, -8.606331, 41.16513375], [123, -8.606349000000002, 41.1653475], [124, -8.606367000000002, 41.16556125], [125, -8.606385000000003, 41.165775], [126, -8.606385, 41.165775], [127, -8.60638990909091, 41.16596154545454], [128, -8.606394818181819, 41.16614809090909], [129, -8.606399727272729, 41.16633463636364], [130, -8.606404636363639, 41.16652118181818], [131, -8.606409545454548, 41.16670772727273], [132, -8.606414454545458, 41.16689427272728], [133, -8.606419363636368, 41.16708081818182], [134, -8.606424272727278, 41.16726736363637], [135, -8.606429181818188, 41.16745390909092], [136, -8.606434090909097, 41.16764045454546], [137, -8.606439000000007, 41.16782700000001], [138, -8.606439, 41.167827], [139, -8.6063832, 41.168007], [140, -8.6063274, 41.168187], [141, -8.6062716, 41.168367], [142, -8.6062158, 41.168547], [143, -8.60616, 41.168727], [144, -8.606104199999999, 41.168907], [145, -8.606048399999999, 41.169087], [146, -8.605992599999999, 41.169267], [147, -8.605936799999998, 41.169447], [148, -8.605880999999998, 41.169627], [149, -8.605881, 41.169627000000006], [150, -8.605743, 41.169807000000006], [151, -8.605605, 41.169987000000006], [152, -8.605467, 41.170167000000006], [153, -8.605329000000001, 41.17034700000001], [154, -8.605191000000001, 41.17052700000001]]",85.0
0,"[[79, -8.608690384615382, 41.15788823076924]]",11.0
1,"[[66, -8.609235000000002, 41.155674], [67, -8.609223000000002, 41.15586], [68, -8.609211000000002, 41.156046], [69, -8.609199000000002, 41.156232], [70, -8.609187000000002, 41.156418], [71, -8.609175000000002, 41.156604], [72, -8.609175, 41.156604], [73, -8.60910576923077, 41.156787461538464], [74, -8.609036538461538, 41.156970923076926]]",18.0
4,"[[21, -8.611072199999999, 41.1481062], [22, -8.610971399999999, 41.1482754], [23, -8.610870599999998, 41.148444600000005], [24, -8.610769799999998, 41.14861380000001], [25, -8.610668999999998, 41.14878300000001], [26, -8.610669000000001, 41.148783], [27, -8.610620625000001, 41.148975375], [28, -8.61057225, 41.14916775], [29, -8.610523875, 41.149360125], [30, -8.6104755, 41.14955249999999], [31, -8.610427125, 41.14974487499999], [32, -8.610378749999999, 41.14993724999999], [33, -8.610330374999998, 41.150129624999984], [34, -8.610281999999998, 41.15032199999998], [35, -8.610282, 41.150322], [36, -8.61021, 41.15051100000001], [37, -8.610123, 41.150709000000006], [38, -8.610036, 41.150907], [39, -8.609948999999999, 41.151105], [40, -8.609861999999998, 41.151303], [41, -8.609774999999997, 41.151501], [42, -8.609687999999997, 41.151699], [43, -8.609688, 41.151699], [44, -8.609709272727272, 41.15188963636363], [45, -8.609730545454545, 41.15208027272726], [46, -8.609751818181817, 41.152270909090895], [47, -8.609773090909089, 41.15246154545453], [48, -8.609794363636361, 41.15265218181816], [49, -8.609815636363633, 41.1528428181818], [50, -8.609836909090905, 41.15303345454543], [51, -8.609858181818177, 41.15322409090906], [52, -8.60987945454545, 41.1534147272727], [53, -8.609900727272722, 41.15360536363633], [54, -8.609921999999994, 41.15379599999997], [55, -8.609922000000001, 41.153796], [56, -8.609815500000002, 41.153985], [57, -8.609709000000002, 41.154174], [58, -8.609602500000003, 41.154363], [59, -8.609496000000004, 41.154552]]",49.0
0,"[[18, -8.610984, 41.147793], [19, -8.611047000000001, 41.14782]]",13.0
0,"[[5, -8.612712, 41.146065]]",11.0
0,"[[7, -8.632935, 41.16244499999999], [8, -8.632935, 41.162445]]",13.0
0,"[[5, -8.6331618, 41.1627618]]",10.0
6,"[[91, -8.60793, 41.160445], [92, -8.607828, 41.160608], [93, -8.607726, 41.160771], [94, -8.607726000000001, 41.160771], [95, -8.607651, 41.1609455], [96, -8.607576, 41.16112], [97, -8.607501, 41.1612945], [98, -8.607425999999998, 41.161469], [99, -8.607350999999998, 41.1616435], [100, -8.607275999999997, 41.161818], [101, -8.607200999999996, 41.1619925], [102, -8.607125999999996, 41.162167], [103, -8.607050999999995, 41.1623415], [104, -8.606975999999994, 41.162516], [105, -8.606900999999993, 41.1626905], [106, -8.606825999999993, 41.162865], [107, -8.606750999999992, 41.1630395], [108, -8.606675999999991, 41.163214], [109, -8.60660099999999, 41.1633885], [110, -8.60652599999999, 41.163563], [111, -8.60645099999999, 41.1637375], [112, -8.606375999999988, 41.163912], [113, -8.606376, 41.163912], [114, -8.606484, 41.164164], [115, -8.60647275, 41.164347375], [116, -8.6064615, 41.16453075], [117, -8.60645025, 41.164714125], [118, -8.606439, 41.1648975], [119, -8.60642775, 41.165080875], [120, -8.6064165, 41.16526424999999], [121, -8.60640525, 41.16544762499999], [122, -8.606394, 41.16563099999999], [123, -8.606394, 41.165631], [124, -8.6064021, 41.1658245], [125, -8.606410200000001, 41.166018], [126, -8.606418300000001, 41.1662115], [127, -8.606426400000002, 41.166405000000005], [128, -8.606434500000002, 41.166598500000006], [129, -8.606442600000003, 41.16679200000001], [130, -8.606450700000003, 41.16698550000001], [131, -8.606458800000004, 41.16717900000001], [132, -8.606466900000004, 41.16737250000001], [133, -8.606475000000005, 41.167566000000015], [134, -8.606475, 41.167566], [135, -8.6064399, 41.1677442], [136, -8.6064048, 41.1679224], [137, -8.6063697, 41.1681006], [138, -8.6063346, 41.1682788], [139, -8.6062995, 41.168457], [140, -8.6062644, 41.1686352], [141, -8.6062293, 41.168813400000005], [142, -8.606194200000001, 41.168991600000005], [143, -8.606159100000001, 41.169169800000006], [144, -8.606124000000001, 41.16934800000001], [145, -8.606124, 41.169348], [146, -8.605967399999999, 41.1695019], [147, -8.605810799999999, 41.1696558], [148, -8.605654199999998, 41.1698097], [149, -8.605497599999998, 41.1699636], [150, -8.605340999999997, 41.1701175], [151, -8.605184399999997, 41.1702714], [152, -8.605027799999997, 41.170425300000005]]",71.0
0,"[[89, -8.608134, 41.160119]]",11.0
3,"[[61, -8.609480999999997, 41.1554718], [62, -8.609426999999997, 41.15565539999999], [63, -8.609372999999996, 41.15583899999999], [64, -8.609373000000001, 41.155839], [65, -8.60933463157895, 41.15602136842105], [66, -8.609296263157898, 41.1562037368421], [67, -8.609257894736846, 41.15638610526315], [68, -8.609219526315794, 41.1565684736842], [69, -8.609181157894742, 41.15675084210525], [70, -8.60914278947369, 41.156933210526304], [71, -8.609104421052638, 41.15711557894736], [72, -8.609066052631587, 41.157297947368406], [73, -8.609027684210535, 41.157480315789456], [74, -8.608989315789483, 41.15766268421051], [75, -8.608950947368431, 41.15784505263156], [76, -8.608912578947379, 41.15802742105261], [77, -8.608874210526327, 41.15820978947366], [78, -8.608835842105275, 41.15839215789471], [79, -8.608797473684223, 41.15857452631576], [80, -8.608759105263172, 41.15875689473681], [81, -8.60872073684212, 41.15893926315786]]",30.0
6,"[[18, -8.610561, 41.148324], [19, -8.610606, 41.148513], [20, -8.610479999999999, 41.148855000000005], [21, -8.610444, 41.148945], [22, -8.61037425, 41.14916325], [23, -8.6103045, 41.1493815], [24, -8.61023475, 41.14959975000001], [25, -8.610165, 41.14981800000001], [26, -8.610165, 41.149818], [27, -8.6101605, 41.1500025], [28, -8.610156, 41.150187], [29, -8.6101515, 41.150371500000006], [30, -8.610147000000001, 41.15055600000001], [31, -8.610147, 41.150556], [32, -8.6100336, 41.150714400000005], [33, -8.6099202, 41.15087280000001], [34, -8.6098068, 41.15103120000001], [35, -8.6096934, 41.151189600000016], [36, -8.60958, 41.15134800000002], [37, -8.60958, 41.151348000000006], [38, -8.6096535, 41.151528000000006], [39, -8.609727, 41.151708000000006], [40, -8.609800499999999, 41.15188800000001], [41, -8.609873999999998, 41.15206800000001], [42, -8.609947499999997, 41.15224800000001], [43, -8.610020999999996, 41.15242800000001], [44, -8.610021, 41.152428], [45, -8.6100075, 41.152624875], [46, -8.609994, 41.15282175], [47, -8.6099805, 41.153018625], [48, -8.609967000000001, 41.1532155], [49, -8.609953500000001, 41.153412375], [50, -8.609940000000002, 41.15360925], [51, -8.609926500000002, 41.153806125], [52, -8.609913000000002, 41.154003], [53, -8.609913, 41.154003], [54, -8.609859, 41.1541866], [55, -8.609805, 41.1543702], [56, -8.609751, 41.1545538], [57, -8.609696999999999, 41.1547374], [58, -8.609642999999998, 41.154921], [59, -8.609588999999998, 41.1551046]]",51.0
4,"[[7, -8.608536, 41.147424], [8, -8.6087925, 41.147487], [9, -8.609048999999999, 41.14755], [10, -8.609049, 41.14755], [11, -8.609319, 41.147577], [13, -8.60973, 41.147742], [14, -8.610015, 41.147826], [15, -8.6103, 41.14791], [16, -8.610471, 41.147946000000005]]",22.0
0,"[[8, -8.611992, 41.153850000000006], [9, -8.611992, 41.15385]]",19.0
0,"[[33, -8.643096, 41.16031199999998], [34, -8.643096, 41.160312000000005]]",11.0
1,"[[159, -8.635725, 41.152491], [160, -8.636004000000002, 41.15251799999999], [161, -8.636310000000002, 41.1526215], [162, -8.636616, 41.152725], [163, -8.63676, 41.152743], [164, -8.637057, 41.152806], [165, -8.637354, 41.152869], [166, -8.637604714285715, 41.152915285714286], [167, -8.637855428571429, 41.15296157142857], [168, -8.638106142857144, 41.15300785714285], [169, -8.638356857142858, 41.15305414285714], [170, -8.638607571428572, 41.15310042857142]]",21.0
0,"[[157, -8.635392, 41.152464]]",11.0
0,"[[150, -8.633943, 41.152545], [152, -8.634426, 41.15251799999999], [153, -8.634667499999999, 41.15250449999999], [154, -8.634908999999999, 41.15249099999999], [155, -8.635150499999998, 41.15247749999999]]",15.0
0,"[[143, -8.632458, 41.152734], [144, -8.6327055, 41.1527025], [145, -8.632953, 41.152671000000005], [146, -8.633200500000001, 41.15263950000001], [147, -8.633448000000001, 41.15260800000001], [148, -8.633695500000002, 41.15257650000001]]",16.0
2,"[[137, -8.631234, 41.15268], [138, -8.6314788, 41.1526908], [139, -8.6317236, 41.1527016], [140, -8.631968400000002, 41.1527124], [141, -8.632213200000002, 41.1527232]]",16.0
1,"[[129, -8.63001, 41.15266200000001], [130, -8.630244000000001, 41.152743], [131, -8.630487, 41.15276324999999], [132, -8.63073, 41.15278349999999]]",19.0
0,"[[125, -8.629389, 41.152563], [126, -8.629627500000002, 41.152599]]",17.0
0,"[[117, -8.627904, 41.15241000000002], [118, -8.627904, 41.15241]]",29.0
6,"[[73, -8.622215999999998, 41.14764], [74, -8.622387, 41.147721], [75, -8.622387, 41.147757000000006], [76, -8.622678, 41.147844000000006], [77, -8.622969000000001, 41.14793100000001], [78, -8.623260000000002, 41.14801800000001], [79, -8.62326, 41.148018], [80, -8.6234805, 41.148108], [81, -8.623700999999999, 41.148198], [82, -8.623921499999998, 41.148288], [83, -8.624141999999997, 41.148378], [84, -8.624362499999997, 41.148468], [85, -8.624582999999996, 41.148558], [86, -8.624803499999995, 41.148648], [87, -8.625023999999994, 41.148738], [88, -8.625244499999994, 41.148828], [92, -8.625569, 41.14928200000001], [93, -8.625621, 41.14946400000001], [94, -8.625673, 41.14964600000001], [95, -8.625725000000001, 41.149828000000014], [96, -8.625777000000001, 41.150010000000016], [97, -8.625829000000001, 41.15019200000002], [98, -8.625881000000001, 41.15037400000002], [99, -8.625933000000002, 41.15055600000002], [100, -8.625933000000002, 41.150556], [101, -8.625960000000001, 41.150744], [102, -8.625987, 41.150932000000005], [103, -8.626014, 41.151120000000006], [104, -8.626040999999999, 41.15130800000001], [105, -8.626067999999998, 41.15149600000001], [106, -8.626094999999998, 41.15168400000001], [107, -8.626121999999997, 41.15187200000001], [108, -8.626148999999996, 41.15206000000001], [109, -8.626175999999996, 41.152248000000014], [110, -8.626176000000001, 41.152248]]",53.0
7,"[[30, -8.61235515, 41.14795455], [31, -8.612595225000002, 41.147945325], [32, -8.612835300000002, 41.1479361], [33, -8.613075375000003, 41.147926875], [34, -8.613315450000004, 41.14791765], [35, -8.613555525000004, 41.147908425], [36, -8.613795600000005, 41.1478992], [37, -8.614035675000006, 41.147889975], [38, -8.614275750000006, 41.14788075], [39, -8.614515825000007, 41.147871525], [40, -8.614755900000008, 41.1478623], [41, -8.614995975000008, 41.147853075], [42, -8.615236050000009, 41.14784385], [43, -8.61547612500001, 41.147834625], [44, -8.61571620000001, 41.1478254], [45, -8.615956275000011, 41.147816175], [46, -8.616196350000012, 41.14780695], [47, -8.616436425000012, 41.147797725], [48, -8.616676500000013, 41.1477885], [49, -8.616916575000014, 41.147779275000005], [50, -8.617156650000014, 41.147770050000005], [51, -8.617396725000015, 41.147760825000006], [52, -8.617636800000016, 41.14775160000001], [53, -8.617876875000016, 41.14774237500001], [54, -8.618116950000017, 41.14773315000001], [55, -8.618357025000018, 41.14772392500001], [56, -8.618597100000018, 41.14771470000001], [57, -8.618837175000019, 41.14770547500001], [58, -8.61907725000002, 41.14769625000001], [59, -8.61931732500002, 41.14768702500001], [60, -8.619557400000021, 41.14767780000001], [61, -8.619797475000022, 41.14766857500001], [62, -8.620037550000022, 41.14765935000001], [63, -8.620277625000023, 41.14765012500001], [64, -8.620517700000024, 41.14764090000001], [65, -8.620757775000024, 41.147631675000014], [66, -8.620997850000025, 41.147622450000014], [67, -8.621237925000026, 41.147613225000015], [68, -8.621478000000026, 41.147604000000015], [69, -8.621478, 41.14760400000001], [70, -8.621723999999999, 41.147616000000006], [71, -8.621969999999997, 41.147628000000005]]",56.0
0,"[[25, -8.611236000000002, 41.147919]]",14.0
1,"[[9, -8.612475750000002, 41.15388375000001], [10, -8.612208000000003, 41.153841000000014], [11, -8.612208, 41.15384100000001]]",12.0
0,"[[7, -8.61301125, 41.15396925000001]]",10.0
0,"[[83, -8.605359, 41.170329], [84, -8.605359, 41.170338]]",19.0
1,"[[76, -8.606093142857144, 41.16945471428572], [77, -8.605960714285716, 41.16962057142858], [78, -8.605828285714288, 41.16978642857144], [79, -8.60569585714286, 41.1699522857143], [80, -8.605563428571433, 41.17011814285716]]",15.0
